2019-06-21 13:15:58 上位机 车牌初始化成功
2019-06-21 14:03:24 PLC 触发线圈3(S03)
2019-06-21 14:06:43 高压电源 192.168.127.251打开高压
2019-06-21 14:06:45 高压电源 192.168.127.252打开高压
2019-06-21 14:06:46 高压电源 192.168.127.253打开高压
2019-06-21 14:06:46 PLC 手动运行应答成功(AC01)
2019-06-21 14:06:48 PLC 开接收器(AC17)
2019-06-21 14:06:48 PLC 快门开应答成功(AC02)
2019-06-21 14:06:48 PLC 快门打开(S05)
2019-06-21 14:06:50 采集卡 开始采集满度
2019-06-21 14:06:50 采集卡 启动采集
2019-06-21 14:06:50 采集卡 采集完成
2019-06-21 14:06:50 采集卡 转换数据
2019-06-21 14:06:50 PLC 快门关应答成功(AC03)
2019-06-21 14:06:50 PLC 快门关闭(S06)
2019-06-21 14:06:54 高压电源 192.168.127.251关闭高压
2019-06-21 14:06:56 高压电源 192.168.127.252关闭高压
2019-06-21 14:06:58 高压电源 192.168.127.253关闭高压
2019-06-21 14:06:58 采集卡 开始采集本底
2019-06-21 14:06:58 采集卡 启动采集
2019-06-21 14:06:59 采集卡 采集完成
2019-06-21 14:06:59 采集卡 转换数据
2019-06-21 14:07:02 高压电源 192.168.127.251打开高压
2019-06-21 14:07:04 高压电源 192.168.127.252打开高压
2019-06-21 14:07:06 高压电源 192.168.127.253打开高压
2019-06-21 14:07:07 PLC 快门开应答成功(AC02)
2019-06-21 14:07:07 PLC 快门打开(S05)
2019-06-21 14:07:09 采集卡 开始采集图片
2019-06-21 14:07:09 采集卡 启动采集
2019-06-21 14:07:11 采集卡 停止采集
2019-06-21 14:07:11 采集卡 采集完成
2019-06-21 14:07:11 采集卡 转换数据
2019-06-21 14:07:11 采集卡 转换AD
2019-06-21 14:07:11 采集卡 修改点
2019-06-21 14:07:11 采集卡 GAMMA
2019-06-21 14:07:11 采集卡 容积95
2019-06-21 14:07:11 采集卡 反转图像
2019-06-21 14:07:11 采集卡 生成图片数组
2019-06-21 14:07:11 采集卡 图片长度75197
2019-06-21 14:07:13 下位机 关闭高压
2019-06-21 14:07:15 高压电源 192.168.127.251关闭高压
2019-06-21 14:07:18 高压电源 192.168.127.252关闭高压
2019-06-21 14:07:19 高压电源 192.168.127.253关闭高压
2019-06-21 14:07:19 PLC 快门关应答成功(AC03)
2019-06-21 14:07:20 PLC 快门关闭(S06)
2019-06-21 14:07:20 PLC 自动运行应答成功(AC00)
2019-06-21 14:07:48 PLC 关道闸1应答成功(AC05)
2019-06-21 14:07:48 PLC 关道闸2应答成功(AC16)
2019-06-21 14:07:56 高压电源 192.168.127.251打开高压
2019-06-21 14:07:56 高压电源 192.168.127.253打开高压
2019-06-21 14:07:57 高压电源 192.168.127.252打开高压
2019-06-21 14:07:57 高压电源 训机结束
2019-06-21 14:07:59 高压电源 192.168.127.251打开高压
2019-06-21 14:08:00 高压电源 192.168.127.252打开高压
2019-06-21 14:08:02 高压电源 192.168.127.251打开高压
2019-06-21 14:08:03 高压电源 192.168.127.253打开高压
2019-06-21 14:08:03 PLC 手动运行应答成功(AC01)
2019-06-21 14:08:05 高压电源 192.168.127.252打开高压
2019-06-21 14:08:06 高压电源 192.168.127.253打开高压
2019-06-21 14:08:08 PLC 开接收器(AC17)
2019-06-21 14:08:08 PLC 快门开应答成功(AC02)
2019-06-21 14:08:08 PLC 快门打开(S05)
2019-06-21 14:08:08 PLC 手动运行应答成功(AC01)
2019-06-21 14:08:08 PLC 开接收器(AC17)
2019-06-21 14:08:08 PLC 快门开应答成功(AC02)
2019-06-21 14:08:10 采集卡 开始采集满度
2019-06-21 14:08:10 采集卡 启动采集
2019-06-21 14:08:10 采集卡 采集完成
2019-06-21 14:08:10 采集卡 转换数据
2019-06-21 14:08:10 PLC 快门关应答成功(AC03)
2019-06-21 14:08:10 PLC 快门关闭(S06)
2019-06-21 14:08:14 高压电源 192.168.127.251关闭高压
2019-06-21 14:08:16 高压电源 192.168.127.252关闭高压
2019-06-21 14:08:18 高压电源 192.168.127.253关闭高压
2019-06-21 14:08:18 采集卡 开始采集本底
2019-06-21 14:08:18 采集卡 启动采集
2019-06-21 14:08:19 采集卡 采集完成
2019-06-21 14:08:19 采集卡 转换数据
2019-06-21 14:08:22 高压电源 192.168.127.251打开高压
2019-06-21 14:08:24 高压电源 192.168.127.252打开高压
2019-06-21 14:08:26 高压电源 192.168.127.253打开高压
2019-06-21 14:08:27 PLC 快门开应答成功(AC02)
2019-06-21 14:08:27 PLC 快门打开(S05)
2019-06-21 14:08:29 采集卡 开始采集图片
2019-06-21 14:08:29 采集卡 启动采集
2019-06-21 14:08:31 采集卡 停止采集
2019-06-21 14:08:31 采集卡 采集完成
2019-06-21 14:08:31 采集卡 转换数据
2019-06-21 14:08:31 采集卡 转换AD
2019-06-21 14:08:31 采集卡 修改点
2019-06-21 14:08:31 采集卡 GAMMA
2019-06-21 14:08:31 采集卡 容积99
2019-06-21 14:08:31 采集卡 反转图像
2019-06-21 14:08:31 采集卡 生成图片数组
2019-06-21 14:08:31 采集卡 图片长度91739
2019-06-21 14:08:33 下位机 关闭高压
2019-06-21 14:08:35 高压电源 192.168.127.251关闭高压
2019-06-21 14:08:38 高压电源 192.168.127.252关闭高压
2019-06-21 14:08:39 高压电源 192.168.127.253关闭高压
2019-06-21 14:08:39 PLC 快门关应答成功(AC03)
2019-06-21 14:08:40 PLC 快门关闭(S06)
2019-06-21 14:08:40 PLC 自动运行应答成功(AC00)
2019-06-21 14:09:17 采集卡 开始采集图片
2019-06-21 14:09:17 采集卡 启动采集
2019-06-21 14:09:21 采集卡 停止采集
2019-06-21 14:09:21 采集卡 采集完成
2019-06-21 14:09:21 采集卡 转换数据
2019-06-21 14:09:21 采集卡 转换AD
2019-06-21 14:09:21 采集卡 修改点
2019-06-21 14:09:21 采集卡 GAMMA
2019-06-21 14:09:21 采集卡 容积99
2019-06-21 14:09:21 采集卡 反转图像
2019-06-21 14:09:21 采集卡 生成图片数组
2019-06-21 14:09:21 采集卡 图片长度85740
2019-06-21 14:10:04 采集卡 开始采集满度
2019-06-21 14:10:04 采集卡 启动采集
2019-06-21 14:10:04 采集卡 采集完成
2019-06-21 14:10:04 采集卡 转换数据
2019-06-21 14:22:35 PLC 触发线圈3(S03)
2019-06-21 14:40:06 高压电源 设置电压150V
2019-06-21 14:40:07 高压电源 设置电流1mA
2019-06-21 14:40:09 高压电源 192.168.127.251打开高压
2019-06-21 14:40:20 采集卡 开始采集满度
2019-06-21 14:40:20 采集卡 启动采集
2019-06-21 14:40:21 采集卡 采集完成
2019-06-21 14:40:21 采集卡 转换数据
2019-06-21 14:40:54 高压电源 192.168.127.251关闭高压
2019-06-21 14:40:59 高压电源 192.168.127.252打开高压
2019-06-21 14:41:02 高压电源 192.168.127.252清除报警
2019-06-21 14:41:02 PLC 清除报警应答成功(AC12)
2019-06-21 14:41:04 高压电源 192.168.127.252关闭高压
2019-06-21 14:41:05 高压电源 设置电压150V
2019-06-21 14:41:06 高压电源 设置电流1mA
2019-06-21 14:41:08 高压电源 192.168.127.252打开高压
2019-06-21 14:41:10 采集卡 开始采集满度
2019-06-21 14:41:10 采集卡 启动采集
2019-06-21 14:41:10 采集卡 采集完成
2019-06-21 14:41:10 采集卡 转换数据
2019-06-21 14:41:22 高压电源 192.168.127.252关闭高压
2019-06-21 14:41:26 高压电源 设置电压150V
2019-06-21 14:41:26 高压电源 设置电流1mA
2019-06-21 14:41:27 高压电源 192.168.127.253打开高压
2019-06-21 14:41:29 采集卡 开始采集满度
2019-06-21 14:41:29 采集卡 启动采集
2019-06-21 14:41:29 采集卡 采集完成
2019-06-21 14:41:29 采集卡 转换数据
2019-06-21 14:41:48 高压电源 192.168.127.253关闭高压
2019-06-21 14:43:13 PLC 开道闸1应答成功(AC04)
2019-06-21 14:43:17 PLC 开道闸2应答成功(AC15)
2019-06-21 14:43:20 PLC 手动运行应答成功(AC01)
2019-06-21 14:43:22 PLC 开道闸1应答成功(AC04)
2019-06-21 14:43:27 PLC 关道闸1应答成功(AC05)
2019-06-21 14:43:29 PLC 关道闸2应答成功(AC16)
2019-06-21 14:43:30 PLC 开道闸2应答成功(AC15)
2019-06-21 14:43:57 PLC 开道闸1应答成功(AC04)
2019-06-21 14:43:59 PLC 开道闸1应答成功(AC04)
2019-06-21 14:44:03 PLC 自动运行应答成功(AC00)
2019-06-21 14:44:07 PLC 手动运行应答成功(AC01)
2019-06-21 14:44:08 PLC 清除报警应答成功(AC12)
2019-06-21 14:44:09 PLC 开道闸1应答成功(AC04)
2019-06-21 14:44:10 PLC 开道闸1应答成功(AC04)
2019-06-21 14:44:10 PLC 开道闸1应答成功(AC04)
2019-06-21 14:44:10 PLC 开道闸1应答成功(AC04)
2019-06-21 14:44:11 PLC 关道闸1应答成功(AC05)
2019-06-21 14:44:11 PLC 关道闸1应答成功(AC05)
2019-06-21 14:44:12 PLC 关道闸1应答成功(AC05)
2019-06-21 14:44:13 PLC 开道闸2应答成功(AC15)
2019-06-21 14:44:13 PLC 开道闸2应答成功(AC15)
2019-06-21 14:44:13 PLC 开道闸2应答成功(AC15)
2019-06-21 14:44:14 PLC 关道闸2应答成功(AC16)
2019-06-21 14:44:14 PLC 关道闸2应答成功(AC16)
2019-06-21 14:44:15 PLC 关道闸2应答成功(AC16)
2019-06-21 14:44:15 PLC 关道闸2应答成功(AC16)
2019-06-21 14:44:16 PLC 关道闸2应答成功(AC16)
2019-06-21 14:50:41 高压电源 192.168.127.251关闭高压
2019-06-21 14:50:41 高压电源 192.168.127.252关闭高压
2019-06-21 14:50:41 高压电源 192.168.127.253关闭高压
